NAME,B2,B3,B4
Black,3.612988509435543,3.320336382050541,2.9068300359508044
Blue,20.000108385201635,4.3368191716280045,3.4422492537328027
Blue_flower,40.43558185282306,20.694065519388843,33.7354119026904
Blue_sky,31.434294379278864,18.86334688616546,9.102384012751228
Bluish_green,59.82476101719266,45.15845032414209,17.90085115798077
Cyan,45.48536144533884,15.184962591996332,6.055186609650471
Dark_skin,7.353065380790819,9.400470250073814,17.376098170121836
Foliage,10.191555159060089,15.130109226778016,8.573462865418142
Green,18.294177313186413,29.457012793686975,6.980322299943411
Light_skin,31.95065855099201,30.365621575791895,49.283712077430955
Magenta,21.13059117347173,11.233362757100169,62.138657866795704
Moderate_red,12.594657183311591,10.712726345693762,48.823852313779916
Neutral_3_5,9.627797085392647,8.77897635476039,6.7157228514835845
Neutral_5,21.57441336266233,19.651087097318488,15.28807017185571
Neutral_6_5,39.22891714624132,35.853312000279644,28.01650561050167
Neutral_8,64.92128093067686,59.516794503080455,47.47319913505884
Orange,7.072688123100162,28.820217716064732,49.593532795504196
Orange_yellow,12.099597969927983,49.758705594058334,54.86167059285218
Purple,8.573739474640892,5.3960436987878175,15.468969756548365
Purplish_blue,28.76860675522679,9.425838611681032,9.79650174183516
Red,5.403026279877664,5.240072049050357,55.433792754756006
White,97.36635031862983,90.29808597034723,72.94602533301202
Yellow,26.78444507765204,67.22605976688341,63.00661254698968
Yellow_green,24.891653491805013,52.86658853725932,26.80362155845168
